STAR_OUT,TEAM_CITY,TEAM_NAME,BENEFICIARY,SCORE,DELTA_PTS,DELTA_AST,DELTA_REB,DELTA_MIN,N_WITHOUT,LOW_SAMPLE,RANK
De'Aaron Fox,San Antonio,Spurs,Malaki Branham,13.557103174603174,3.8571428571428577,0.6825396825396826,0.4444444444444445,8.57297619047619,63,False,1
De'Aaron Fox,San Antonio,Spurs,Julian Champagnie,13.322719734660033,4.329187396351577,-0.1650082918739635,1.7131011608623554,7.445439469320064,67,False,2
De'Aaron Fox,Sacramento,Kings,Keon Ellis,11.333728070175443,2.5326315789473686,0.628421052631579,0.8463157894736839,7.326359649122811,38,False,3
De'Aaron Fox,San Antonio,Spurs,Blake Wesley,10.61536445224856,1.9485903814262024,1.2504145936981759,0.7222222222222222,6.694137254901959,67,False,4
De'Aaron Fox,San Antonio,Spurs,Jordan McLaughlin,10.407083333333333,1.1666666666666665,0.7,0.6,7.940416666666666,15,False,5
DeMar DeRozan,Sacramento,Kings,De'Aaron Fox,18.996828282828282,14.733333333333334,1.6000000000000005,-0.17777777777777803,2.841272727272724,5,False,1
DeMar DeRozan,Sacramento,Kings,Jordan McLaughlin,13.503394648829435,3.0260869565217394,1.656521739130435,1.3434782608695652,7.477307692307694,5,False,2
DeMar DeRozan,Sacramento,Kings,Isaac Jones,9.995934065934067,2.123076923076923,-0.09230769230769231,1.2923076923076926,6.6728571428571435,5,False,3
DeMar DeRozan,Sacramento,Kings,Doug McDermott,8.945078255078254,3.233766233766234,0.33506493506493507,0.9272727272727272,4.448974358974358,5,False,4
DeMar DeRozan,Sacramento,Kings,Kevin Huerter,6.461689223057649,-0.2142857142857144,0.9238095238095236,1.1714285714285717,4.580736842105267,5,False,5
Dejounte Murray,New Orleans,Pelicans,Keion Brooks Jr.,28.84072398190045,7.588235294117647,0.7058823529411765,2.823529411764706,17.72307692307692,17,False,1
Dejounte Murray,New Orleans,Pelicans,Brandon Ingram,24.085785714285713,10.057142857142857,4.095238095238096,3.0952380952380953,6.838166666666666,15,False,2
Dejounte Murray,New Orleans,Pelicans,Karlo Matkovic,22.24595305279516,6.48582995951417,0.8407557354925776,3.403508771929825,11.515858585858584,39,False,3
Dejounte Murray,New Orleans,Pelicans,Bruce Brown,18.066520146520148,4.576923076923077,1.8076923076923077,2.5,9.181904761904764,26,False,4
Dejounte Murray,New Orleans,Pelicans,Jose Alvarado,14.483838433292533,3.9321705426356592,1.7529069767441863,1.0765503875968994,7.722210526315788,43,False,5
Dennis Schroder,Brooklyn,Nets,Shake Milton,21.02285714285714,7.464285714285714,1.6785714285714284,1.3571428571428572,10.52285714285714,7,False,1
Dennis Schroder,Brooklyn,Nets,Keon Johnson,20.817133723196875,7.1345029239766085,1.5009746588693955,1.5087719298245612,10.672884210526309,57,False,2
Dennis Schroder,Brooklyn,Nets,Tyrese Martin,19.792481684981688,5.398351648351648,1.5178571428571428,2.6277472527472527,10.248525641025642,56,False,3
Dennis Schroder,Brooklyn,Nets,Trendon Watford,9.485584647910231,1.7495527728085873,1.2719141323792489,0.41502683363148485,6.049090909090911,43,False,4
Dennis Schroder,Brooklyn,Nets,Dariq Whitehead,8.490224089635852,2.2857142857142856,0.38690476190476186,0.6547619047619047,5.1628431372549,24,False,5
Desmond Bane,Memphis,Grizzlies,Scotty Pippen Jr.,9.369512154512151,3.33173076923077,0.9874999999999998,0.8999999999999999,4.150281385281382,13,False,1
Desmond Bane,Memphis,Grizzlies,Jay Huff,8.82352854949044,4.362348178137651,0.3218623481781377,0.9089068825910933,3.2304111405835574,13,False,2
Desmond Bane,Memphis,Grizzlies,Jake LaRavia,7.795986696230597,2.1818181818181817,1.25,-0.1136363636363642,4.477804878048779,11,False,3
Desmond Bane,Memphis,Grizzlies,Jaren Jackson Jr.,7.388099570639952,7.506849315068493,0.01255707762557079,1.0159817351598175,-1.1472885572139297,12,False,4
Desmond Bane,Memphis,Grizzlies,John Konchar,6.529265350877192,-0.21491228070175428,0.8508771929824562,1.9035087719298245,3.9897916666666653,12,False,5
Devin Booker,Phoenix,Suns,Bradley Beal,10.044877913429522,6.471698113207546,-0.6949685534591192,-0.4119496855345912,4.680098039215686,6,False,1
Devin Booker,Phoenix,Suns,Monte Morris,9.630379893109925,2.4456521739130435,1.1630434782608696,0.7934782608695652,5.228205980066447,8,False,2
Devin Booker,Phoenix,Suns,Josh Okogie,6.01443478260869,0.0,0.04545454545454547,0.9545454545454546,5.01443478260869,6,False,3
Devin Booker,Phoenix,Suns,Kevin Durant,4.265343018563359,5.621428571428574,-0.15000000000000036,-1.10952380952381,-0.09656174334140388,7,False,4
Devin Booker,Phoenix,Suns,Mason Plumlee,3.759086336199011,0.06818181818181834,1.7305194805194806,0.5146103896103895,1.4457746478873226,8,False,5
Devin Vassell,San Antonio,Spurs,Malaki Branham,16.706460040983607,5.768852459016394,0.7557377049180329,1.1565573770491804,9.025312499999998,20,False,1
Devin Vassell,San Antonio,Spurs,Julian Champagnie,13.706730769230772,5.069230769230769,0.38076923076923075,1.103846153846154,7.152884615384618,20,False,2
Devin Vassell,San Antonio,Spurs,Zach Collins,11.671099228611501,4.731854838709678,0.27419354838709675,1.8528225806451613,4.812228260869565,16,False,3
Devin Vassell,San Antonio,Spurs,Blake Wesley,7.108603657324589,2.2923076923076926,1.0576923076923077,0.7884615384615384,2.97014211886305,20,False,4
Devin Vassell,San Antonio,Spurs,Jeremy Sochan,6.633111597006138,3.767891682785299,0.4932301740812379,0.5048355899419734,1.8671541501976279,11,False,5
Domantas Sabonis,Sacramento,Kings,Jonas Valanciunas,23.86791666666667,4.708333333333333,1.7916666666666667,5.638888888888889,11.72902777777778,9,False,1
Domantas Sabonis,Sacramento,Kings,Jake LaRavia,18.737857142857138,6.25,0.6309523809523809,1.8333333333333335,10.023571428571424,7,False,2
Domantas Sabonis,Sacramento,Kings,Trey Lyles,12.590084838533112,5.261904761904762,1.6587301587301586,1.5357142857142856,4.133735632183907,12,False,3
Domantas Sabonis,Sacramento,Kings,Devin Carter,8.857943977591034,2.5955882352941178,0.4338235294117647,0.7352941176470589,5.093238095238094,8,False,4
Domantas Sabonis,Sacramento,Kings,Keon Ellis,6.727957562825981,2.859649122807018,0.5657894736842106,0.7192982456140351,2.5832207207207176,12,False,5
Donovan Mitchell,Cleveland,Cavaliers,Emoni Bates,24.40855392156863,4.137254901960785,0.4313725490196078,0.9411764705882353,18.89875,6,False,1
Donovan Mitchell,Cleveland,Cavaliers,Craig Porter Jr.,19.735251572327044,6.746666666666666,0.9288888888888889,1.6711111111111112,10.388584905660377,9,False,2
Donovan Mitchell,Cleveland,Cavaliers,Tristan Thompson,16.067464985994402,0.15294117647058825,-0.19411764705882353,1.6941176470588237,14.414523809523814,10,False,3
Donovan Mitchell,Cleveland,Cavaliers,Darius Garland,13.820162195121945,7.923780487804876,2.6951219512195124,0.22560975609756095,2.9756499999999946,8,False,4
Donovan Mitchell,Cleveland,Cavaliers,Ty Jerome,12.580319548872183,6.003759398496241,1.9191729323308273,-0.07142857142857162,4.7288157894736855,7,False,5
Dyson Daniels,Atlanta,Hawks,Garrison Mathews,24.662758807588077,10.231707317073171,1.9780487804878049,1.048780487804878,11.404222222222224,5,False,1
Dyson Daniels,Atlanta,Hawks,Keaton Wallace,21.451937888198756,7.569565217391304,3.408695652173913,2.8173913043478263,7.656285714285712,5,False,2
Dyson Daniels,Atlanta,Hawks,Vit Krejci,7.858469440164353,-0.9696969696969697,0.7878787878787881,0.5575757575757576,7.482711864406777,5,False,3
Dyson Daniels,Atlanta,Hawks,Jalen Johnson,6.668009803921576,2.815686274509803,0.9647058823529413,1.0941176470588232,1.7935000000000088,5,False,4
Dyson Daniels,Atlanta,Hawks,Clint Capela,2.788653198653197,0.290909090909091,-0.32727272727272716,-1.4909090909090912,4.315925925925924,5,False,5
Evan Mobley,Cleveland,Cavaliers,Emoni Bates,25.536944444444444,4.333333333333333,0.06666666666666671,1.1444444444444444,19.9925,5,False,1
Evan Mobley,Cleveland,Cavaliers,Javonte Green,16.755666666666663,3.3666666666666667,1.2,2.1,10.088999999999999,5,False,2
Evan Mobley,Cleveland,Cavaliers,Tristan Thompson,13.35412987012987,0.3603896103896105,0.8214285714285714,4.366883116883117,7.805428571428571,11,False,3
Evan Mobley,Cleveland,Cavaliers,Donovan Mitchell,10.859366208313574,5.561403508771932,1.6827485380116958,1.6915204678362574,1.9236936936936893,9,False,4
Evan Mobley,Cleveland,Cavaliers,Craig Porter Jr.,8.913178571428574,1.427027027027027,-0.18108108108108112,0.05405405405405406,7.613178571428575,10,False,5
Franz Wagner,Orlando,Magic,ga Bitadze,22.919484649122808,6.246527777777779,1.9565972222222223,4.618055555555555,10.098304093567254,18,False,1
Franz Wagner,Orlando,Magic,Trevelin Queen,22.38768429261657,5.526315789473684,1.555023923444976,1.3413078149920254,13.965036764705882,19,False,2
Franz Wagner,Orlando,Magic,Tristan da Silva,20.94218227046585,5.558344640434192,1.1065128900949794,2.3229308005427414,11.954393939393938,22,False,3
Franz Wagner,Orlando,Magic,Caleb Houstan,14.895435567758277,2.8175033921302575,0.700135685210312,0.8595658073270013,10.518230683090705,22,False,4
Franz Wagner,Orlando,Magic,Cole Anthony,14.45913692177843,4.37012987012987,1.6067821067821066,1.0800865800865802,7.402138364779873,22,False,5
Fred VanVleet,Houston,Rockets,Reed Sheppard,27.090402116402117,8.75,1.4761904761904763,0.8809523809523809,15.983259259259261,6,False,1
Fred VanVleet,Houston,Rockets,Aaron Holiday,17.400465116279072,8.023255813953488,1.697674418604651,0.806201550387597,6.873333333333335,6,False,2
Fred VanVleet,Houston,Rockets,Jeff Green,16.80700317124736,4.647286821705426,1.5271317829457365,1.5503875968992247,9.082196969696973,6,False,3
Fred VanVleet,Houston,Rockets,Jae'Sean Tate,2.8187254901960785,0.5117647058823529,0.2921568627450981,0.8490196078431371,1.1657843137254904,6,False,4
Fred VanVleet,Houston,Rockets,Jabari Smith Jr.,0.9669205753596071,-2.1219512195121943,-0.24146341463414633,0.6414634146341465,2.688871794871801,5,False,5
Giannis Antetokounmpo,Milwaukee,Bucks,Chris Livingston,22.20507792207792,1.9220779220779218,0.23116883116883116,1.1688311688311688,18.883,7,False,1
Giannis Antetokounmpo,Milwaukee,Bucks,Bobby Portis,19.284066666666668,5.0892857142857135,2.489285714285714,3.2214285714285715,8.484066666666667,10,False,2
Giannis Antetokounmpo,Milwaukee,Bucks,Tyler Smith,19.156122222222223,2.7152777777777777,0.3125,0.7152777777777778,15.413066666666667,9,False,3
Giannis Antetokounmpo,Milwaukee,Bucks,Damian Lillard,18.509024590163943,11.422950819672128,2.226229508196722,1.4393442622950818,3.420500000000011,5,False,4
Giannis Antetokounmpo,Milwaukee,Bucks,Pat Connaughton,13.522097402597401,3.785714285714286,0.4285714285714285,1.2428571428571429,8.064954545454544,10,False,5
Herbert Jones,New Orleans,Pelicans,Keion Brooks Jr.,28.84072398190045,7.588235294117647,0.7058823529411765,2.823529411764706,17.72307692307692,17,False,1
Herbert Jones,New Orleans,Pelicans,Karlo Matkovic,17.265487326637974,3.414634146341464,0.6814921090387374,2.028694404591105,11.140666666666668,41,False,2
Herbert Jones,New Orleans,Pelicans,Antonio Reeves,17.23507246376812,4.248695652173913,0.2921739130434783,1.0208695652173914,11.67333333333334,46,False,3
Herbert Jones,New Orleans,Pelicans,Elfrid Payton,14.279117647058829,1.3888888888888893,2.5555555555555554,-0.44444444444444464,10.779117647058829,18,False,4
Herbert Jones,New Orleans,Pelicans,Jeremiah Robinson-Earl,14.153816959444807,3.4307091737150293,0.4144437215354586,1.8919973975276512,8.416666666666668,53,False,5
Jalen Brunson,New York,Knicks,Delon Wright,17.67779761904762,2.6857142857142855,1.3285714285714285,1.1714285714285715,12.492083333333335,14,False,1
Jalen Brunson,New York,Knicks,Landry Shamet,17.050882352941176,5.103174603174605,-0.12698412698412703,1.2380952380952381,10.836596638655461,14,False,2
Jalen Brunson,New York,Knicks,Miles McBride,16.355702157038365,2.890804597701149,2.422988505747127,0.4494252873563216,10.592483766233766,10,False,3
Jalen Brunson,New York,Knicks,Tyler Kolek,8.876770826770827,0.8444444444444446,2.4333333333333336,0.5239316239316238,5.075061425061424,13,False,4
Jalen Brunson,New York,Knicks,Cameron Payne,8.191443322109992,2.3409090909090917,0.8181818181818179,0.23863636363636376,4.793716049382718,11,False,5
Jalen Johnson,Atlanta,Hawks,Vit Krejci,12.627015098722417,4.805714285714286,1.1752380952380954,1.2904761904761908,5.355586527293845,21,False,1
Jalen Johnson,Atlanta,Hawks,Caris LeVert,9.364471026049976,7.081339712918661,0.11483253588516762,0.7129186602870816,1.4553801169590663,19,False,2
Jalen Johnson,Atlanta,Hawks,Onyeka Okongwu,8.875550217341583,2.2505147563486627,1.265614275909403,1.9347975291695265,3.42462365591399,31,False,3
Jalen Johnson,Atlanta,Hawks,Mouhamed Gueye,8.096610644257703,2.582857142857143,0.33999999999999997,1.6528571428571426,3.5208963585434176,25,False,4
Jalen Johnson,Atlanta,Hawks,Georges Niang,3.4945454545454555,-0.698564593301434,0.2296650717703348,1.2918660287081343,2.6715789473684204,19,False,5
Jalen Williams,Oklahoma City,Thunder,Branden Carlson,30.826584415584417,8.96969696969697,1.0075757575757576,3.2954545454545454,17.553857142857144,6,False,1
Jalen Williams,Oklahoma City,Thunder,Isaiah Joe,20.158735094692545,8.417257683215132,1.0567375886524824,1.2210401891252958,9.463699633699633,9,False,2
Jalen Williams,Oklahoma City,Thunder,Dillon Jones,19.31607888316617,3.4970588235294118,1.1691176470588234,2.885294117647059,11.764608294930875,8,False,3
Jalen Williams,Oklahoma City,Thunder,Kenrich Williams,18.127366938616937,4.243686868686869,0.8888888888888888,2.1073232323232323,10.887467948717948,9,False,4
Jalen Williams,Oklahoma City,Thunder,Jaylin Williams,16.927899159663866,5.189542483660132,2.1372549019607843,3.0996732026143787,6.501428571428573,9,False,5
Jamal Murray,Denver,Nuggets,Jalen Pickett,21.461555402417666,4.369298245614035,2.837719298245614,2.0342105263157895,12.220327332242226,15,False,1
Jamal Murray,Denver,Nuggets,Hunter Tyson,10.599803058387398,2.674698795180723,0.3710843373493976,1.2722891566265062,6.28173076923077,15,False,2
Jamal Murray,Denver,Nuggets,Nikola Jokic,9.742994987468682,8.411255411255414,0.7251082251082241,0.5660173160173159,0.040614035087727984,12,False,3
Jamal Murray,Denver,Nuggets,Spencer Jones,9.519553644553643,0.8304668304668306,0.21867321867321865,0.9287469287469287,7.541666666666665,11,False,4
Jamal Murray,Denver,Nuggets,Vlatko Cancar,7.687322775263953,1.1314102564102564,0.3173076923076923,0.6794871794871795,5.559117647058825,8,False,5
Jaren Jackson Jr.,Memphis,Grizzlies,Marvin Bagley III,24.608981481481482,5.092592592592593,0.46296296296296297,2.4259259259259256,16.6275,6,False,1
Jaren Jackson Jr.,Memphis,Grizzlies,Lamar Stevens,19.230666666666664,7.006666666666666,0.88,2.2466666666666666,9.09733333333333,6,False,2
Jaren Jackson Jr.,Memphis,Grizzlies,Cam Spencer,16.5970653907496,5.12280701754386,0.6491228070175438,0.17543859649122806,10.649696969696969,6,False,3
Jaren Jackson Jr.,Memphis,Grizzlies,Vince Williams Jr.,15.702056644880173,4.647058823529412,1.2176470588235295,2.6176470588235294,7.219703703703702,5,False,4
Jaren Jackson Jr.,Memphis,Grizzlies,Jay Huff,10.932024636243389,3.564814814814815,0.4182098765432099,1.5817901234567902,5.367209821428574,8,False,5
Jaylen Brown,Boston,Celtics,Baylor Scheierman,14.255889423076923,4.138461538461539,0.7153846153846155,1.569230769230769,7.832812499999999,10,False,1
