STAR_OUT,TEAM_CITY,TEAM_NAME,BENEFICIARY,SCORE,DELTA_PTS,DELTA_AST,DELTA_REB,DELTA_MIN,N_WITHOUT,LOW_SAMPLE
Paul George,Philadelphia,76ers,Ricky Council IV,14.030528743028746,3.9178378378378387,0.6005405405405406,1.8897297297297297,7.622420634920637,37,False
Scottie Barnes,Toronto,Raptors,Gradey Dick,13.924102330293822,7.458966565349545,1.2887537993920974,0.19604863221884505,4.980333333333334,14,False
Cameron Johnson,Brooklyn,Nets,Reece Beekman,13.917876728110596,1.9377880184331797,1.3179723502304146,0.5368663594470046,10.125249999999998,14,False
Donovan Mitchell,Cleveland,Cavaliers,Darius Garland,13.820162195121945,7.923780487804876,2.6951219512195124,0.22560975609756095,2.9756499999999946,8,False
LaMelo Ball,Charlotte,Hornets,Brandon Miller,13.805683516483516,8.170329670329668,-0.5659340659340657,1.3406593406593403,4.860628571428574,7,False
Victor Wembanyama,San Antonio,Spurs,Bismack Biyombo,13.759999999999998,4.777777777777778,-0.03703703703703709,2.925925925925926,6.093333333333332,27,False
Joel Embiid,Philadelphia,76ers,Ricky Council IV,13.743811093175498,3.813559322033898,0.3934624697336562,1.7391041162227603,7.797685185185184,59,False
Devin Vassell,San Antonio,Spurs,Julian Champagnie,13.706730769230772,5.069230769230769,0.38076923076923075,1.103846153846154,7.152884615384618,20,False
Bradley Beal,Phoenix,Suns,Jusuf Nurkic,13.660050505050503,4.988636363636363,0.1287878787878789,4.651515151515151,3.8911111111111083,8,False
Bradley Beal,Phoenix,Suns,Josh Okogie,13.614915514592935,4.92741935483871,0.3629032258064516,2.1693548387096775,6.155238095238095,8,False
Nikola Vucevic,Chicago,Bulls,Jalen Smith,13.602289307369032,1.8923679060665357,0.7221135029354208,3.663405088062622,7.324402810304454,7,False
LaMelo Ball,Charlotte,Hornets,Wendell Moore Jr.,13.559444444444447,4.055555555555555,0.4722222222222223,3.3472222222222223,5.684444444444447,9,False
De'Aaron Fox,San Antonio,Spurs,Malaki Branham,13.557103174603174,3.8571428571428577,0.6825396825396826,0.4444444444444445,8.57297619047619,63,False
Giannis Antetokounmpo,Milwaukee,Bucks,Pat Connaughton,13.522097402597401,3.785714285714286,0.4285714285714285,1.2428571428571429,8.064954545454544,10,False
Lauri Markkanen,Utah,Jazz,Drew Eubanks,13.506666666666664,4.824999999999999,0.4750000000000001,2.925,5.281666666666666,10,False
DeMar DeRozan,Sacramento,Kings,Jordan McLaughlin,13.503394648829435,3.0260869565217394,1.656521739130435,1.3434782608695652,7.477307692307694,5,False
Norman Powell,Los Angeles,Clippers,Kevin Porter Jr.,13.491450216450211,4.305194805194805,0.5259740259740262,2.0519480519480524,6.608333333333327,7,False
Luka Doncic,Los Angeles,Lakers,Dalton Knecht,13.371442147034248,4.305921052631579,0.5487938596491229,1.3377192982456139,7.179007936507933,57,False
Jrue Holiday,Boston,Celtics,Baylor Scheierman,13.355602240896356,2.007936507936508,0.4206349206349207,0.5476190476190477,10.37941176470588,12,False
Evan Mobley,Cleveland,Cavaliers,Tristan Thompson,13.35412987012987,0.3603896103896105,0.8214285714285714,4.366883116883117,7.805428571428571,11,False
De'Aaron Fox,San Antonio,Spurs,Julian Champagnie,13.322719734660033,4.329187396351577,-0.1650082918739635,1.7131011608623554,7.445439469320064,67,False
P.J. Washington,Dallas,Mavericks,Luka Doncic,13.088958333333338,4.800000000000001,2.0166666666666657,1.466666666666666,4.805625000000006,6,False
Nikola Vucevic,Chicago,Bulls,Jevon Carter,13.070090090090094,-0.16396103896103886,0.4074675324675325,0.006493506493506496,12.820090090090094,8,False
Brandon Miller,Charlotte,Hornets,Tre Mann,13.03429487179487,5.133333333333333,1.0666666666666664,0.1333333333333333,6.700961538461538,5,False
Jrue Holiday,Boston,Celtics,Al Horford,12.94761075949367,5.265822784810126,0.5917721518987342,1.3512658227848098,5.73875,8,False
Rudy Gobert,Minnesota,Timberwolves,Nickeil Alexander-Walker,12.936615862398467,4.358695652173912,0.0021739130434781373,0.37608695652173907,8.199659340659338,10,False
Giannis Antetokounmpo,Milwaukee,Bucks,Andre Jackson Jr.,12.870841416647874,2.3205128205128207,1.0256410256410255,1.3461538461538463,8.17853372434018,12,False
Michael Porter Jr.,Denver,Nuggets,DeAndre Jordan,12.853622807017546,2.073684210526316,0.8736842105263157,4.56842105263158,5.337833333333334,5,False
Paolo Banchero,Orlando,Magic,Trevelin Queen,12.841280566280563,4.001801801801801,1.100900900900901,0.5207207207207206,7.217857142857142,15,False
Michael Porter Jr.,Denver,Nuggets,Hunter Tyson,12.840472990777338,3.6557971014492754,0.2282608695652174,2.1775362318840576,6.778878787878787,6,False
Rui Hachimura,Los Angeles,Lakers,Jaxson Hayes,12.802920852732164,3.2380952380952372,0.3214285714285714,1.7619047619047619,7.481492281303595,12,False
Herbert Jones,New Orleans,Pelicans,Jose Alvarado,12.743851285189713,5.555232558139535,1.493217054263566,0.29748062015503884,5.397921052631574,43,False
Brandon Ingram,New Orleans,Pelicans,Antonio Reeves,12.74357966457023,2.979035639412998,0.4381551362683438,0.38888888888888884,8.9375,53,False
Trey Murphy III,New Orleans,Pelicans,Jordan Hawkins,12.707332421340634,4.990588235294117,0.37411764705882355,1.6858823529411766,5.656744186046517,17,False
Trae Young,Atlanta,Hawks,Vit Krejci,12.682191632928475,-0.07435897435897498,2.256410256410256,0.9666666666666663,9.533473684210527,6,False
Malik Monk,Sacramento,Kings,Jonas Valanciunas,12.681527777777779,3.791666666666667,1.6388888888888888,1.0555555555555554,6.195416666666668,9,False
Joel Embiid,Philadelphia,76ers,Eric Gordon,12.652371249440218,5.696969696969697,0.484848484848485,0.045454545454545414,6.42509852216749,33,False
CJ McCollum,New Orleans,Pelicans,Jose Alvarado,12.648601154632866,5.854447439353099,0.09029649595687328,0.44339622641509413,6.260460992907799,14,False
Jalen Johnson,Atlanta,Hawks,Vit Krejci,12.627015098722417,4.805714285714286,1.1752380952380954,1.2904761904761908,5.355586527293845,21,False
Cade Cunningham,Detroit,Pistons,Tim Hardaway Jr.,12.60641975308642,7.666666666666666,-0.03571428571428559,0.27380952380952417,4.7016578483245155,7,False
Domantas Sabonis,Sacramento,Kings,Trey Lyles,12.590084838533112,5.261904761904762,1.6587301587301586,1.5357142857142856,4.133735632183907,12,False
Julius Randle,Minnesota,Timberwolves,Rob Dillingham,12.582950431921022,2.505656108597285,1.9366515837104072,1.0893665158371042,7.051276223776226,13,False
Donovan Mitchell,Cleveland,Cavaliers,Ty Jerome,12.580319548872183,6.003759398496241,1.9191729323308273,-0.07142857142857162,4.7288157894736855,7,False
Malik Monk,Sacramento,Kings,Jordan McLaughlin,12.575831949058692,3.8895348837209305,1.0901162790697674,1.377906976744186,6.218273809523807,8,False
Herbert Jones,New Orleans,Pelicans,Brandon Ingram,12.420372405372405,3.948717948717949,3.0598290598290596,0.7777777777777777,4.634047619047617,13,False
Cameron Johnson,Brooklyn,Nets,Keon Johnson,12.416290106951873,3.9705882352941178,2.264705882352941,0.7683823529411766,5.412613636363638,16,False
Norman Powell,Los Angeles,Clippers,Bogdan Bogdanovic,12.409999999999995,4.866220735785953,0.5919732441471575,0.7993311036789295,6.1524749163879555,13,False
Zach LaVine,Chicago,Bulls,Josh Giddey,12.397424242424236,6.223809523809521,0.9238095238095241,1.0000000000000009,4.249805194805191,35,False
Brandon Miller,Charlotte,Hornets,DaQuan Jeffries,12.357927002583981,3.8294573643410854,0.6343669250645996,1.9108527131782944,5.983250000000002,43,False
Michael Porter Jr.,Denver,Nuggets,Trey Alexander,12.351986394557823,3.098639455782313,0.8401360544217689,1.5272108843537415,6.885999999999999,6,False
Jalen Williams,Oklahoma City,Thunder,Adam Flagler,12.321647992530345,2.111111111111111,1.222222222222222,1.422222222222222,7.566092436974791,9,False
LaMelo Ball,Charlotte,Hornets,Isaiah Wong,12.31764346764347,3.1597222222222223,0.7083333333333334,0.4375,8.012087912087914,16,False
Lauri Markkanen,Utah,Jazz,Brice Sensabaugh,12.287647633833592,4.722327640733713,0.5388994307400379,0.7874762808349147,6.238944281524926,31,False
Trey Murphy III,New Orleans,Pelicans,Antonio Reeves,12.219618867037067,4.206521739130435,0.15217391304347827,0.5960144927536232,7.264908722109531,23,False
Davion Mitchell,Miami,Heat,Isaiah Stevens,12.216742424242424,0.5454545454545454,1.0909090909090908,0.32121212121212117,10.259166666666667,11,False
Malik Monk,Sacramento,Kings,Jake LaRavia,12.197428571428569,2.9142857142857137,0.1142857142857141,1.2999999999999998,7.868857142857141,5,False
Scottie Barnes,Toronto,Raptors,Ochai Agbaji,12.089294346978557,4.059649122807016,0.8315789473684212,0.3894736842105262,6.808592592592593,15,False
Anthony Davis,Dallas,Mavericks,Max Christie,12.084981684981688,1.1501831501831514,1.6153846153846154,1.9157509157509156,7.403663003663006,21,False
Jayson Tatum,Boston,Celtics,Baylor Scheierman,12.009420289855072,5.27536231884058,0.20289855072463764,0.6811594202898551,5.85,6,False
Dejounte Murray,New Orleans,Pelicans,Brandon Boston Jr.,11.978210844954267,0.8927875243664722,2.152046783625731,0.7758284600389862,8.157548076923078,19,False
Nikola Jokic,Denver,Nuggets,Julian Strawther,11.780630399839264,4.4159132007233275,0.9367088607594938,1.1898734177215189,5.2381349206349235,7,False
Tyrese Maxey,Philadelphia,76ers,Adem Bona,11.739908249958999,4.593816631130064,0.17164179104477612,2.2238805970149254,4.7505692307692335,14,False
Josh Hart,New York,Knicks,Cameron Payne,11.730176645225141,3.1489361702127656,2.5659574468085107,0.16595744680851054,5.8493255813953535,5,False
Devin Vassell,San Antonio,Spurs,Zach Collins,11.671099228611501,4.731854838709678,0.27419354838709675,1.8528225806451613,4.812228260869565,16,False
Jaylen Brown,Boston,Celtics,Payton Pritchard,11.664517348588486,6.904862579281183,0.5158562367864694,0.4534883720930232,3.7903101604278113,11,False
Nikola Jokic,Denver,Nuggets,Peyton Watson,11.64041161616162,5.364848484848485,-0.2642424242424243,0.9333333333333331,5.6064722222222265,11,False
Brandon Miller,Charlotte,Hornets,Miles Bridges,11.62132138857783,6.390425531914893,0.6574468085106386,0.9670212765957444,3.606427771556554,47,False
Damian Lillard,Milwaukee,Bucks,Jamaree Bouyea,11.552222222222223,0.6666666666666667,0.5,0.5555555555555556,9.83,9,False
Cam Thomas,Brooklyn,Nets,Noah Clowney,11.539317311041447,2.9607279693486586,-0.10919540229885061,0.8850574712643682,7.802727272727271,29,False
Cam Thomas,Brooklyn,Nets,Tyrese Martin,11.51495201515311,3.580202742993441,0.5903398926654742,1.785330948121646,5.559078431372548,39,False
Kawhi Leonard,Los Angeles,Clippers,Terance Mann,11.512857142857147,2.991071428571429,1.0,0.8214285714285716,6.700357142857147,28,False
Tyrese Haliburton,Indiana,Pacers,Tony Bradley,11.50540280857354,3.258536585365853,0.22926829268292684,2.053658536585366,5.963939393939395,5,False
Norman Powell,Los Angeles,Clippers,MarJon Beauchamp,11.436666666666667,0.8,-0.1333333333333333,0.6,10.17,5,False
Paul George,Philadelphia,76ers,Alex Reese,11.43423076923077,0.5,0.3076923076923077,2.9615384615384617,7.665000000000001,13,False
Kawhi Leonard,Los Angeles,Clippers,Norman Powell,11.407712418300648,7.7972136222910216,0.6191950464396285,0.524767801857585,2.466535947712412,34,False
Miles Bridges,Charlotte,Hornets,Moussa Diabate,11.390597567424638,-2.5898617511520734,0.22580645161290325,3.700460829493087,10.05419203747072,14,False
De'Aaron Fox,Sacramento,Kings,Keon Ellis,11.333728070175443,2.5326315789473686,0.628421052631579,0.8463157894736839,7.326359649122811,38,False
Lauri Markkanen,Utah,Jazz,Kenyon Martin Jr.,11.265218702865763,3.882352941176471,0.7529411764705883,1.5294117647058822,5.100512820512822,17,False
Anthony Davis,Los Angeles,Lakers,Jarred Vanderbilt,11.118087318087317,3.0666666666666664,0.7769230769230768,4.271794871794872,3.0027027027027025,39,False
Jalen Williams,Oklahoma City,Thunder,Alex Ducas,11.114111111111109,3.6222222222222227,0.4888888888888889,1.9,5.102999999999998,5,False
Scottie Barnes,Toronto,Raptors,Davion Mitchell,11.10636263736264,3.3278388278388276,2.133699633699634,1.1758241758241759,4.469000000000001,14,False
Scottie Barnes,Toronto,Raptors,Jakob Poeltl,11.055292806484292,5.024999999999999,0.2738095238095237,2.76547619047619,2.991007092198579,15,False
Norman Powell,Los Angeles,Clippers,Ben Simmons,11.02746955624355,2.3157894736842106,2.0438596491228074,0.7105263157894739,5.957294117647059,6,False
Cade Cunningham,Detroit,Pistons,Marcus Sasser,11.014137596899225,4.830564784053156,0.7392026578073088,1.1710963455149503,4.273273809523809,7,False
Keyonte George,Utah,Jazz,Collin Sexton,10.959865047233471,3.469230769230771,2.876923076923077,1.1923076923076925,3.421403508771931,10,False
Jaren Jackson Jr.,Memphis,Grizzlies,Jay Huff,10.932024636243389,3.564814814814815,0.4182098765432099,1.5817901234567902,5.367209821428574,8,False
Anthony Davis,Los Angeles,Lakers,Dorian Finney-Smith,10.92346998946999,0.9508599508599511,1.0122850122850124,0.6756756756756759,8.28464935064935,37,False
Jimmy Butler,Golden State,Warriors,Jonathan Kuminga,10.878722480864827,4.932758620689654,0.4077586206896553,1.9853448275862067,3.55286041189931,40,False
Evan Mobley,Cleveland,Cavaliers,Donovan Mitchell,10.859366208313574,5.561403508771932,1.6827485380116958,1.6915204678362574,1.9236936936936893,9,False
Victor Wembanyama,San Antonio,Spurs,Charles Bassey,10.823296536796539,0.9409090909090909,0.4848484848484848,1.1681818181818184,8.229357142857145,15,False
Paul George,Philadelphia,76ers,Jeff Dowtin Jr.,10.686519607843133,4.92016806722689,0.20308123249299714,0.06862745098039214,5.494642857142853,21,False
Tyrese Maxey,Philadelphia,76ers,Caleb Martin,10.681945812807886,4.419047619047619,0.45238095238095233,1.1,4.710517241379314,6,False
Stephen Curry,Golden State,Warriors,Kyle Anderson,10.658375512995896,3.552325581395349,1.0290697674418605,1.369186046511628,4.707794117647058,8,False
De'Aaron Fox,San Antonio,Spurs,Blake Wesley,10.61536445224856,1.9485903814262024,1.2504145936981759,0.7222222222222222,6.694137254901959,67,False
Jamal Murray,Denver,Nuggets,Hunter Tyson,10.599803058387398,2.674698795180723,0.3710843373493976,1.2722891566265062,6.28173076923077,15,False
Luka Doncic,Los Angeles,Lakers,Markieff Morris,10.572,2.333333333333333,0.43333333333333335,1.5,6.305333333333332,6,False
Tyrese Maxey,Philadelphia,76ers,Jared Butler,10.554945652173913,5.0815217391304355,1.5815217391304346,-0.30434782608695654,4.196249999999999,8,False
Herbert Jones,New Orleans,Pelicans,Javonte Green,10.541687303138911,2.401433691756272,0.6427718040621268,1.2735961768219832,6.223885630498529,31,False
Dejounte Murray,New Orleans,Pelicans,Jamal Cain,10.518934318555008,3.1396825396825396,0.5444444444444444,0.7206349206349205,6.114172413793103,35,False
LeBron James,Los Angeles,Lakers,Christian Koloko,10.513820598006648,1.3279069767441862,0.14418604651162792,2.4674418604651165,6.5742857142857165,10,False
Julius Randle,Minnesota,Timberwolves,Rudy Gobert,10.47789207249165,4.376470588235295,0.5058823529411764,2.3579831932773114,3.2375559380378682,7,False
De'Aaron Fox,San Antonio,Spurs,Jordan McLaughlin,10.407083333333333,1.1666666666666665,0.7,0.6,7.940416666666666,15,False
Rui Hachimura,Los Angeles,Lakers,Trey Jemison III,10.392833333333332,1.2,0.09999999999999998,1.7666666666666666,7.326166666666665,10,False
Miles Bridges,Charlotte,Hornets,Nick Richards,10.380000000000003,1.9363636363636374,0.3999999999999999,1.536363636363637,6.507272727272728,5,False
Austin Reaves,Los Angeles,Lakers,Gabe Vincent,10.372638888888892,1.0427350427350426,1.0085470085470085,0.3931623931623931,7.928194444444447,9,False
Kelly Oubre Jr.,Philadelphia,76ers,Ricky Council IV,10.346535248914138,1.9243902439024394,0.853658536585366,2.0756097560975606,5.492876712328773,5,False
OG Anunoby,New York,Knicks,Cameron Payne,10.318755566551218,5.044680851063831,1.302127659574468,-0.04468085106382991,4.016627906976748,5,False
LaMelo Ball,Charlotte,Hornets,Tidjane Salaun,10.251607142857143,2.30952380952381,0.7797619047619047,1.7202380952380958,5.442083333333333,24,False
Tyrese Haliburton,Indiana,Pacers,Quenton Jackson,10.205510204081635,2.2326530612244895,0.9795918367346939,1.5632653061224488,5.430000000000003,5,False
Jrue Holiday,Boston,Celtics,Jayson Tatum,10.202134404283797,5.817938420348057,0.8099062918340021,2.6613119143239627,0.9129777777777761,9,False
Joel Embiid,Philadelphia,76ers,Kenyon Martin Jr.,10.092272727272722,3.2333333333333334,0.7111111111111111,1.2777777777777777,4.8700505050505,18,False
Trey Murphy III,New Orleans,Pelicans,Brandon Ingram,10.086777777777787,6.966666666666667,0.4333333333333327,2.4166666666666665,0.2701111111111203,10,False
Darius Garland,Cleveland,Cavaliers,Javonte Green,10.07904761904762,1.0333333333333334,0.5,0.2333333333333334,8.312380952380952,5,False
Anthony Davis,Dallas,Mavericks,Kessler Edwards,10.068603238866396,3.230769230769231,0.8076923076923077,0.13461538461538458,5.895526315789473,52,False
Herbert Jones,New Orleans,Pelicans,Brandon Boston Jr.,10.063856209150332,1.3968253968253972,1.4603174603174605,0.5873015873015874,6.619411764705887,28,False
Devin Booker,Phoenix,Suns,Bradley Beal,10.044877913429522,6.471698113207546,-0.6949685534591192,-0.4119496855345912,4.680098039215686,6,False
Jaren Jackson Jr.,Memphis,Grizzlies,GG Jackson,10.042608695652172,2.008333333333333,0.8083333333333332,1.125,6.100942028985505,6,False
Herbert Jones,New Orleans,Pelicans,Jamal Cain,10.033653235653233,3.0549450549450547,0.46703296703296704,0.26923076923076916,6.242444444444443,39,False
Kevin Durant,Phoenix,Suns,Oso Ighodaro,10.00317180766229,2.813636363636364,0.5515151515151514,1.8060606060606061,4.831959686450169,20,False
DeMar DeRozan,Sacramento,Kings,Isaac Jones,9.995934065934067,2.123076923076923,-0.09230769230769231,1.2923076923076926,6.6728571428571435,5,False
Bradley Beal,Phoenix,Suns,Tyus Jones,9.973587632875295,2.4211822660098523,2.3559113300492607,1.141625615763547,4.054868421052635,28,False
