STAR_OUT,TEAM_CITY,TEAM_NAME,BENEFICIARY,SCORE,DELTA_PTS,DELTA_AST,DELTA_REB,DELTA_MIN,N_WITHOUT,LOW_SAMPLE
Zach LaVine,Sacramento,Kings,Alex Len,9.90988888888889,1.462962962962963,0.6851851851851852,1.7407407407407407,6.021000000000001,54,False
Kevin Durant,Phoenix,Suns,Grayson Allen,9.878998868778286,5.209276018099548,1.170814479638009,0.6798642533936654,2.8190441176470635,17,False
Miles Bridges,Charlotte,Hornets,Vasilije Micic,9.860979949874691,1.8571428571428568,1.033834586466165,0.06766917293233088,6.902333333333338,14,False
Jamal Murray,Denver,Nuggets,Nikola Jokic,9.742994987468682,8.411255411255414,0.7251082251082241,0.5660173160173159,0.040614035087727984,12,False
Scottie Barnes,Toronto,Raptors,RJ Barrett,9.740967365967357,4.757692307692306,2.4269230769230763,1.1692307692307695,1.3871212121212046,15,False
Andrew Wiggins,Miami,Heat,Nikola Jovic,9.713702553485152,5.110822510822511,1.6562770562770561,1.4424242424242422,1.5041787439613437,55,False
Davion Mitchell,Miami,Heat,Nikola Jovic,9.713702553485152,5.110822510822511,1.6562770562770561,1.4424242424242422,1.5041787439613437,55,False
Victor Wembanyama,San Antonio,Spurs,Stephon Castle,9.702489795918364,3.208163265306121,1.7591836734693875,1.8571428571428568,2.878,35,False
Trey Murphy III,New Orleans,Pelicans,Jamal Cain,9.679404305200341,5.338235294117647,-0.004901960784313764,0.6176470588235294,3.7284239130434784,17,False
Devin Booker,Phoenix,Suns,Monte Morris,9.630379893109925,2.4456521739130435,1.1630434782608696,0.7934782608695652,5.228205980066447,8,False
Brandon Ingram,New Orleans,Pelicans,Zion Williamson,9.628821548821547,7.2592592592592595,1.3400673400673395,0.9494949494949498,0.0799999999999983,27,False
Zach LaVine,Sacramento,Kings,Domantas Sabonis,9.62265882352942,4.274509803921568,1.1325490196078425,0.9003921568627451,3.315207843137266,51,False
Giannis Antetokounmpo,Milwaukee,Bucks,Ryan Rollins,9.570335828877006,2.730392156862745,0.3480392156862744,1.715686274509804,4.776218181818184,12,False
Cam Thomas,Brooklyn,Nets,Keon Johnson,9.567521367521366,3.7264957264957275,0.8376068376068377,0.14700854700854693,4.856410256410253,39,False
Rui Hachimura,Los Angeles,Lakers,Jarred Vanderbilt,9.54624025974026,2.7234848484848486,0.39962121212121215,1.4848484848484849,4.9382857142857155,16,False
LaMelo Ball,Charlotte,Hornets,Damion Baugh,9.531999999999995,4.233333333333333,0.7999999999999998,2.0666666666666664,2.431999999999995,10,False
Trey Murphy III,New Orleans,Pelicans,Jeremiah Robinson-Earl,9.525787515299877,2.4414035087719297,0.8329824561403508,1.7866666666666666,4.464734883720929,25,False
Jamal Murray,Denver,Nuggets,Spencer Jones,9.519553644553643,0.8304668304668306,0.21867321867321865,0.9287469287469287,7.541666666666665,11,False
Stephen Curry,Golden State,Warriors,Buddy Hield,9.488526570048307,4.596618357487923,0.2693236714975844,0.7801932367149758,3.8423913043478244,9,False
Brandon Miller,Charlotte,Hornets,Josh Okogie,9.487857142857145,5.125,0.125,1.5,2.7378571428571448,16,False
Dennis Schroder,Brooklyn,Nets,Trendon Watford,9.485584647910231,1.7495527728085873,1.2719141323792489,0.41502683363148485,6.049090909090911,43,False
Brandon Miller,Charlotte,Hornets,Vasilije Micic,9.431830808080807,3.0062499999999996,0.6937500000000001,0.71875,5.013080808080808,20,False
Stephen Curry,Golden State,Warriors,Trayce Jackson-Davis,9.414764847968172,3.2777777777777777,1.2355072463768118,1.4782608695652173,3.423218954248366,9,False
Trae Young,Atlanta,Hawks,David Roddy,9.41075039246468,1.6040816326530614,0.5673469387755101,3.612244897959184,3.627076923076924,5,False
Desmond Bane,Memphis,Grizzlies,Scotty Pippen Jr.,9.369512154512151,3.33173076923077,0.9874999999999998,0.8999999999999999,4.150281385281382,13,False
Jalen Johnson,Atlanta,Hawks,Caris LeVert,9.364471026049976,7.081339712918661,0.11483253588516762,0.7129186602870816,1.4553801169590663,19,False
OG Anunoby,New York,Knicks,Miles McBride,9.325195652173914,1.784782608695652,1.2369565217391303,-0.31304347826086953,6.616500000000002,5,False
Nikola Jokic,Denver,Nuggets,Vlatko Cancar,9.18325629779577,2.1403508771929824,0.5146198830409356,1.865497076023392,4.66278846153846,9,False
Lauri Markkanen,Utah,Jazz,Jaden Springer,9.179301619433199,0.7039473684210527,0.3223684210526315,1.0789473684210527,7.074038461538462,19,False
Trae Young,Atlanta,Hawks,Garrison Mathews,9.161024130190794,2.1234567901234565,1.3580246913580247,0.345679012345679,5.333863636363635,6,False
Jrue Holiday,Boston,Celtics,Luke Kornet,9.109251215387866,2.234939759036145,1.0210843373493976,0.2168674698795181,5.636359649122806,12,False
Lauri Markkanen,Utah,Jazz,Johnny Juzang,9.107172286810773,3.4152604548789443,-0.039618488628026416,0.4688187820983125,5.2627115384615415,29,False
Malik Monk,Sacramento,Kings,Devin Carter,9.09946664925113,2.02020202020202,0.11111111111111116,0.8282828282828281,6.139870689655172,9,False
RJ Barrett,Toronto,Raptors,Ja'Kobe Walter,9.0384940872136,4.390151515151515,0.10037878787878785,0.01893939393939359,4.5290243902439045,11,False
Jaylen Brown,Boston,Celtics,Sam Hauser,9.038431057584688,3.3659378596087466,-0.21173762945914842,0.46260069044879204,5.421630136986298,11,False
Keyonte George,Utah,Jazz,Jordan Clarkson,8.97453996983409,4.423076923076922,1.333333333333333,0.7820512820512819,2.436078431372554,6,False
DeMar DeRozan,Sacramento,Kings,Doug McDermott,8.945078255078254,3.233766233766234,0.33506493506493507,0.9272727272727272,4.448974358974358,5,False
Trey Murphy III,New Orleans,Pelicans,Jose Alvarado,8.940476190476188,4.6257142857142854,0.9571428571428569,0.5276190476190477,2.8299999999999983,25,False
Jaren Jackson Jr.,Memphis,Grizzlies,Ja Morant,8.936159554730985,7.179220779220778,0.9402597402597399,-0.8545454545454545,1.6712244897959216,7,False
Evan Mobley,Cleveland,Cavaliers,Craig Porter Jr.,8.913178571428574,1.427027027027027,-0.18108108108108112,0.05405405405405406,7.613178571428575,10,False
De'Aaron Fox,San Antonio,Spurs,Jeremy Sochan,8.891910329985656,2.269727403156386,0.2969870875179339,1.289813486370158,5.035382352941177,41,False
Victor Wembanyama,San Antonio,Spurs,Keldon Johnson,8.879248125813831,4.894868585732164,0.5763454317897372,0.9555694618272845,2.4524646464646445,34,False
Jalen Brunson,New York,Knicks,Tyler Kolek,8.876770826770827,0.8444444444444446,2.4333333333333336,0.5239316239316238,5.075061425061424,13,False
Jalen Johnson,Atlanta,Hawks,Onyeka Okongwu,8.875550217341583,2.2505147563486627,1.265614275909403,1.9347975291695265,3.42462365591399,31,False
Bilal Coulibaly,Washington,Wizards,Tristan Vukcevic,8.87483498854087,2.71301247771836,0.035650623885918,0.903743315508021,5.222428571428571,17,False
Paolo Banchero,Orlando,Magic,Franz Wagner,8.874173758865245,3.8000000000000007,2.3541666666666665,0.49166666666666714,2.2283404255319113,20,False
LeBron James,Los Angeles,Lakers,Jaxson Hayes,8.864209677419357,1.279569892473119,0.38172043010752676,0.67741935483871,6.525500000000001,6,False
Domantas Sabonis,Sacramento,Kings,Devin Carter,8.857943977591034,2.5955882352941178,0.4338235294117647,0.7352941176470589,5.093238095238094,8,False
De'Aaron Fox,Sacramento,Kings,Devin Carter,8.834490912663323,2.9867374005305036,0.3687002652519894,0.9761273209549071,4.502925925925923,29,False
Bradley Beal,Phoenix,Suns,Collin Gillespie,8.829516294484336,1.602540834845735,1.0272232304900182,0.22323049001814899,5.976521739130433,19,False
Desmond Bane,Memphis,Grizzlies,Jay Huff,8.82352854949044,4.362348178137651,0.3218623481781377,0.9089068825910933,3.2304111405835574,13,False
Bilal Coulibaly,Washington,Wizards,Anthony Gill,8.81201467385074,1.4269746646795827,0.10879284649776452,0.9590163934426229,6.317230769230769,22,False
Brandon Ingram,New Orleans,Pelicans,Dejounte Murray,8.803174603174607,3.7857142857142865,1.0,0.32142857142857206,3.6960317460317498,28,False
LaMelo Ball,Charlotte,Hornets,Josh Green,8.76296703296703,3.414529914529914,0.6401709401709401,0.4094017094017093,4.2988644688644655,26,False
Nikola Jokic,Denver,Nuggets,Jalen Pickett,8.709041925713372,2.9891598915989155,2.2601626016260163,1.4661246612466126,1.9935947712418276,9,False
Jalen Williams,Oklahoma City,Thunder,Isaiah Hartenstein,8.684607594936711,4.637974683544304,0.858227848101266,-0.1215189873417728,3.3099240506329153,5,False
Bilal Coulibaly,Washington,Wizards,Alex Sarr,8.65870827067669,5.978383458646615,0.8421052631578947,0.21334586466165373,1.6248736842105274,19,False
Bradley Beal,Phoenix,Suns,TyTy Washington Jr.,8.657575757575756,1.0928571428571427,0.6785714285714286,0.6285714285714286,6.257575757575757,14,False
Tobias Harris,Detroit,Pistons,Marcus Sasser,8.611766334440755,4.058139534883721,0.430232558139535,0.5531561461794021,3.5702380952380963,7,False
Bradley Beal,Phoenix,Suns,Cody Martin,8.575416666666666,2.75,-0.25,0.75,5.325416666666666,8,False
Lauri Markkanen,Utah,Jazz,Svi Mykhailiuk,8.575340409573524,3.6561168594035305,1.0657334144856967,1.1917224589166158,2.6617676767676812,31,False
Zach LaVine,Sacramento,Kings,Jae Crowder,8.573056835637482,0.5451612903225806,0.06236559139784946,0.4483870967741935,7.517142857142858,31,False
Donovan Mitchell,Cleveland,Cavaliers,Max Strus,8.560267091399169,3.698701298701298,0.33766233766233755,0.7272727272727275,3.796630727762807,7,False
Coby White,Chicago,Bulls,Talen Horton-Tucker,8.550097402597405,4.189935064935065,0.7110389610389611,0.6623376623376624,2.986785714285716,8,False
Malik Monk,Sacramento,Kings,Keon Ellis,8.546930586073987,3.2129246064623027,0.3869096934548466,0.490472245236123,4.456624040920715,17,False
Joel Embiid,Philadelphia,76ers,Andre Drummond,8.511776847761501,-0.18181818181818166,0.24505928853754938,0.9466403162055332,7.501895424836601,44,False
Joel Embiid,Philadelphia,76ers,Jeff Dowtin Jr.,8.498572261072258,3.6810897435897436,0.8092948717948718,0.14583333333333326,3.862354312354311,39,False
Dennis Schroder,Brooklyn,Nets,Dariq Whitehead,8.490224089635852,2.2857142857142856,0.38690476190476186,0.6547619047619047,5.1628431372549,24,False
Joel Embiid,Philadelphia,76ers,Pete Nance,8.456666666666667,-0.19999999999999996,0.2,0.26666666666666666,8.19,15,False
Quentin Grimes,Philadelphia,76ers,Kyle Lowry,8.456471744471743,2.063063063063063,0.7072072072072071,0.6711711711711712,5.0150303030303025,37,False
Dejounte Murray,New Orleans,Pelicans,Zion Williamson,8.450592885375492,2.525252525252526,1.0841750841750843,0.3097643097643097,4.531400966183572,27,False
Dejounte Murray,New Orleans,Pelicans,Jordan Hawkins,8.448725066242714,1.8945945945945954,0.690990990990991,1.4747747747747746,4.388364705882353,37,False
Dennis Schroder,Brooklyn,Nets,Day'Ron Sharpe,8.430724637681159,0.958333333333333,0.8125,3.625,3.034891304347827,48,False
Evan Mobley,Cleveland,Cavaliers,Jaylon Tyson,8.425662370211242,2.3236842105263156,0.05526315789473679,0.2315789473684211,5.815136054421767,10,False
Dejounte Murray,New Orleans,Pelicans,Jeremiah Robinson-Earl,8.391636696636699,2.8416821273964135,0.1020408163265305,1.0129870129870127,4.434926739926741,49,False
Luka Doncic,Los Angeles,Lakers,Shake Milton,8.355094696969697,1.3465909090909092,0.9914772727272727,1.1818181818181819,4.835208333333334,22,False
Malik Monk,Sacramento,Kings,Trey Lyles,8.290562976003672,1.7221095334685605,0.47058823529411775,1.0659229208924943,5.0319422863484995,17,False
Rui Hachimura,Los Angeles,Lakers,Alex Len,8.240333333333334,0.9894736842105263,0.2947368421052632,0.7157894736842104,6.240333333333334,15,False
Herbert Jones,New Orleans,Pelicans,Bruce Brown,8.233756038647341,2.2391304347826084,0.28260869565217384,0.7717391304347827,4.940277777777776,23,False
Andrew Wiggins,Miami,Heat,Isaiah Stevens,8.20904761904762,0.42857142857142855,0.8571428571428571,0.5,6.423333333333334,14,False
Rudy Gobert,Minnesota,Timberwolves,Jaylen Clark,8.192913978494621,1.6967741935483867,0.46129032258064523,0.06451612903225812,5.970333333333331,10,False
Jalen Brunson,New York,Knicks,Cameron Payne,8.191443322109992,2.3409090909090917,0.8181818181818179,0.23863636363636376,4.793716049382718,11,False
Keegan Murray,Sacramento,Kings,Doug McDermott,8.184197368421053,2.3771929824561404,0.08771929824561403,0.3640350877192982,5.35525,6,False
LaMelo Ball,Charlotte,Hornets,Elfrid Payton,8.146666666666668,0.30000000000000004,1.7999999999999998,0.6499999999999999,5.396666666666668,5,False
Zach LaVine,Chicago,Bulls,Coby White,8.140947368421058,5.350000000000001,0.34999999999999964,0.5500000000000003,1.890947368421056,40,False
Donovan Mitchell,Cleveland,Cavaliers,Javonte Green,8.101587301587301,2.0,0.6071428571428571,0.75,4.7444444444444445,7,False
Jalen Johnson,Atlanta,Hawks,Mouhamed Gueye,8.096610644257703,2.582857142857143,0.33999999999999997,1.6528571428571426,3.5208963585434176,25,False
Kyrie Irving,Dallas,Mavericks,Jaden Hardy,8.055553771469254,2.398946675444372,-0.15668202764976957,0.17972350230414746,5.633565621370504,31,False
Lauri Markkanen,Utah,Jazz,Keyonte George,8.026190319474413,4.918840579710144,0.3753623188405797,0.669565217391304,2.0624222035323854,30,False
Cameron Johnson,Brooklyn,Nets,Trendon Watford,8.01769851116625,1.875,0.44999999999999996,1.5125000000000002,4.18019851116625,16,False
Cam Thomas,Brooklyn,Nets,Dariq Whitehead,8.012805429864255,2.6953846153846155,0.3630769230769231,0.5784615384615385,4.3758823529411774,25,False
Coby White,Chicago,Bulls,Dalen Terry,8.002451690821257,2.2638888888888893,0.41666666666666674,0.6805555555555556,4.641340579710144,8,False
Anthony Davis,Dallas,Mavericks,Daniel Gafford,7.997781524926678,4.234604105571847,0.4560117302052785,1.6627565982404695,1.6444090909090825,62,False
Kevin Durant,Phoenix,Suns,Ryan Dunn,7.935085388994307,2.0271493212669682,-0.004524886877828149,1.165610859728507,4.74685009487666,17,False
Luka Doncic,Dallas,Mavericks,Kyrie Irving,7.913128787878785,2.625,0.3125,0.7604166666666665,4.215212121212119,32,False
Trey Murphy III,New Orleans,Pelicans,Bruce Brown,7.907370129870126,2.6875,-0.6363636363636365,0.8465909090909092,5.009642857142854,11,False
Kawhi Leonard,Los Angeles,Clippers,Mo Bamba,7.895937888198757,2.3478260869565215,0.3509316770186335,2.6894409937888204,2.507739130434782,23,False
Scottie Barnes,Toronto,Raptors,Chris Boucher,7.890039363621459,3.5951492537313436,0.08208955223880599,1.792910447761194,2.4198901098901153,16,False
Dyson Daniels,Atlanta,Hawks,Vit Krejci,7.858469440164353,-0.9696969696969697,0.7878787878787881,0.5575757575757576,7.482711864406777,5,False
Victor Wembanyama,San Antonio,Spurs,Jordan McLaughlin,7.834555555555555,1.2592592592592593,0.7962962962962963,0.3333333333333333,5.445666666666666,27,False
Jalen Brunson,New York,Knicks,OG Anunoby,7.801130783079277,6.380194518125553,0.876215738284704,0.9018567639257302,-0.35713623725671084,13,False
Austin Reaves,Los Angeles,Lakers,Rui Hachimura,7.798282137698605,2.2955223880597018,0.5910447761194031,0.973134328358209,3.9385806451612915,5,False
Desmond Bane,Memphis,Grizzlies,Jake LaRavia,7.795986696230597,2.1818181818181817,1.25,-0.1136363636363642,4.477804878048779,11,False
Rudy Gobert,Minnesota,Timberwolves,Donte DiVincenzo,7.788082251082251,4.095238095238095,0.8787878787878785,1.1103896103896105,1.7036666666666669,6,False
Jimmy Butler,Golden State,Warriors,Kevon Looney,7.773912655971477,1.4967532467532472,0.8636363636363636,1.5146103896103895,3.8989126559714773,56,False
Dennis Schroder,Brooklyn,Nets,Noah Clowney,7.758014799154334,-0.38900634249471455,-0.2568710359408034,-0.11310782241014783,8.517,43,False
LaMelo Ball,Charlotte,Hornets,Nick Smith Jr.,7.724322318007665,3.5233716475095793,1.1218390804597702,0.6712643678160919,2.407847222222223,29,False
Tyrese Haliburton,Indiana,Pacers,Aaron Nesmith,7.7112269203664505,3.883720930232558,0.5162790697674418,0.804651162790698,2.506575757575753,5,False
Jamal Murray,Denver,Nuggets,Vlatko Cancar,7.687322775263953,1.1314102564102564,0.3173076923076923,0.6794871794871795,5.559117647058825,8,False
Kawhi Leonard,Los Angeles,Clippers,Amir Coffey,7.668464050602452,3.2078713968957864,0.45343680709534373,1.0626385809312637,2.9445172656800587,44,False
RJ Barrett,Toronto,Raptors,D.J. Carton,7.6310714285714285,1.2285714285714284,0.8857142857142858,2.1142857142857143,3.4025,5,False
Keyonte George,Utah,Jazz,Svi Mykhailiuk,7.606155272919985,4.683783783783785,0.8621621621621621,0.20540540540540553,1.8548039215686316,10,False
Tyrese Maxey,Philadelphia,76ers,Kyle Lowry,7.582892857142857,-0.23571428571428577,0.532142857142857,0.1607142857142858,7.12575,8,False
Paul George,Philadelphia,76ers,Justin Edwards,7.523338780784429,1.5331439393939394,0.3664772727272727,0.23390151515151514,5.3898160535117015,33,False
Tyrese Maxey,Philadelphia,76ers,Reggie Jackson,7.510530303030303,-0.02083333333333348,0.02083333333333337,0.14583333333333337,7.36469696969697,6,False
Norman Powell,Los Angeles,Clippers,Kawhi Leonard,7.486474028207769,2.125730994152047,0.4707602339181287,0.5584795321637426,4.331503267973851,9,False
Jrue Holiday,Boston,Celtics,Torrey Craig,7.444571428571425,1.5888888888888886,-0.06666666666666671,0.9777777777777779,4.944571428571425,9,False
Bilal Coulibaly,Washington,Wizards,Jared Butler,7.440659585628116,3.357723577235773,2.073170731707317,0.2642276422764228,1.7455376344086027,6,False
Giannis Antetokounmpo,Milwaukee,Bucks,Brook Lopez,7.428095423563783,4.830379746835442,0.04177215189873418,0.4924050632911392,2.0635384615384673,10,False
Desmond Bane,Memphis,Grizzlies,Jaren Jackson Jr.,7.388099570639952,7.506849315068493,0.01255707762557079,1.0159817351598175,-1.1472885572139297,12,False
RJ Barrett,Toronto,Raptors,Bruno Fernando,7.375492063492064,1.8666666666666665,-0.15555555555555556,2.2333333333333334,3.43104761904762,9,False
Jrue Holiday,Boston,Celtics,Jaylen Brown,7.319059539494319,3.253246753246753,0.4558441558441557,1.2961038961038964,2.3138647342995142,10,False
Norman Powell,Los Angeles,Clippers,Terance Mann,7.28067181467182,1.038610038610039,1.4092664092664096,-0.9189189189189189,5.751714285714289,7,False
Nikola Vucevic,Chicago,Bulls,Talen Horton-Tucker,7.259150619495447,1.016233766233766,0.7110389610389611,0.6623376623376624,4.869540229885057,8,False
Kyrie Irving,Dallas,Mavericks,Anthony Davis,7.255181818181823,7.09090909090909,-0.22727272727272707,0.45454545454545503,-0.06299999999999528,11,False
Cade Cunningham,Detroit,Pistons,Malik Beasley,7.240963455149508,1.631229235880399,1.0016611295681066,-0.30730897009966807,4.91538205980067,7,False
Quentin Grimes,Philadelphia,76ers,Kelly Oubre Jr.,7.218825113858168,5.1431359791802205,1.0650618087182824,3.1340273259596616,-2.1233999999999966,53,False
Joel Embiid,Philadelphia,76ers,Guerschon Yabusele,7.215815163672305,0.8518518518518512,1.046957671957672,0.21560846560846603,5.101397174254316,56,False
Anthony Davis,Los Angeles,Lakers,Austin Reaves,7.211389761854877,4.618618618618619,-0.2756756756756751,1.00960960960961,1.8588372093023224,37,False
Norman Powell,Los Angeles,Clippers,Trentyn Flowers,7.207500000000001,1.675,0.0,0.8,4.732500000000001,5,False
Franz Wagner,Orlando,Magic,Jett Howard,7.175019257703083,2.7002801120448177,0.3389355742296919,0.15476190476190477,3.981041666666668,21,False
Kawhi Leonard,Los Angeles,Clippers,Jordan Miller,7.133588176138861,1.6369092273068269,0.20480120030007498,0.6661665416354089,4.6257112068965505,43,False
Devin Vassell,San Antonio,Spurs,Blake Wesley,7.108603657324589,2.2923076923076926,1.0576923076923077,0.7884615384615384,2.97014211886305,20,False
CJ McCollum,New Orleans,Pelicans,Trey Jemison III,7.101600212652848,1.9138755980861244,0.2296650717703349,1.4258373205741626,3.5322222222222255,11,False
Miles Bridges,Charlotte,Hornets,Cody Martin,7.096098901098905,1.576190476190476,1.1190476190476188,1.3333333333333335,3.067527472527477,14,False
Quentin Grimes,Philadelphia,76ers,Eric Gordon,7.074411764705882,4.299019607843137,-0.8627450980392157,-0.6568627450980392,4.295,51,False
De'Aaron Fox,Sacramento,Kings,DeMar DeRozan,7.069391812865501,2.7783625730994146,1.928070175438596,0.3514619883040937,2.011497076023396,38,False
Tobias Harris,Detroit,Pistons,Tim Hardaway Jr.,7.055185185185195,2.404761904761905,0.4285714285714286,0.5833333333333335,3.638518518518527,7,False
Coby White,Chicago,Bulls,Julian Phillips,7.029037935748463,2.1525974025974026,0.5714285714285714,0.7840909090909092,3.5209210526315804,8,False
Evan Mobley,Cleveland,Cavaliers,Darius Garland,7.023735402068734,3.716049382716051,0.9382716049382722,1.0,1.3694144144144111,9,False
Cameron Johnson,Brooklyn,Nets,Jalen Wilson,6.9466521739130425,1.6730072463768124,0.5253623188405796,0.5181159420289854,4.2301666666666655,16,False
Jaylen Brown,Boston,Celtics,Torrey Craig,6.884464285714285,2.03125,0.75,1.1294642857142856,2.973749999999999,7,False
Bradley Beal,Phoenix,Suns,Nick Richards,6.872357142857146,1.5535714285714288,0.32142857142857145,1.7410714285714288,3.256285714285717,16,False
Austin Reaves,Los Angeles,Lakers,Christian Koloko,6.851015328300158,0.42553191489361697,-0.13120567375886524,2.0319148936170213,4.524774193548385,6,False
Rui Hachimura,Los Angeles,Lakers,Shake Milton,6.832260651629072,1.8848684210526316,0.09210526315789469,0.29276315789473684,4.5625238095238085,16,False
Evan Mobley,Cleveland,Cavaliers,Georges Niang,6.7931292517006785,1.5306122448979593,-0.4931972789115645,2.840136054421769,2.915578231292514,6,False
Luka Doncic,Dallas,Mavericks,Maxi Kleber,6.77975,2.0,1.2708333333333333,1.0416666666666665,2.46725,24,False
Anthony Davis,Dallas,Mavericks,P.J. Washington,6.765321266968318,2.292307692307693,-0.3538461538461539,1.6461538461538465,3.1807058823529317,65,False
Rui Hachimura,Los Angeles,Lakers,Christian Koloko,6.757837398373985,1.4573170731707317,0.06504065040650403,1.467479674796748,3.7680000000000007,12,False
Damian Lillard,Milwaukee,Bucks,Giannis Antetokounmpo,6.755605886300461,3.3497267759562845,2.2431693989071038,0.10291438979963452,1.0597953216374378,18,False
Domantas Sabonis,Sacramento,Kings,Keon Ellis,6.727957562825981,2.859649122807018,0.5657894736842106,0.7192982456140351,2.5832207207207176,12,False
P.J. Washington,Dallas,Mavericks,Dwight Powell,6.712903947903946,0.90989010989011,0.34285714285714275,1.3692307692307693,4.090925925925925,7,False
Norman Powell,Los Angeles,Clippers,James Harden,6.689345755693574,5.078571428571426,0.17142857142857082,0.2571428571428571,1.1822028985507202,20,False
Damian Lillard,Milwaukee,Bucks,Bobby Portis,6.68562504871016,2.0357142857142865,0.5412087912087913,0.060439560439560225,4.0482624113475225,14,False
OG Anunoby,New York,Knicks,Tyler Kolek,6.681515414676508,-0.2755102040816326,-0.0775510204081632,0.22244897959183674,6.812127659574467,5,False
LaMelo Ball,Charlotte,Hornets,Seth Curry,6.674558388765703,3.017045454545454,0.21022727272727282,0.20265151515151514,3.244634146341461,33,False
LaMelo Ball,Charlotte,Hornets,Jusuf Nurkic,6.672447552447551,2.520833333333333,0.75,-0.020833333333333037,3.422447552447551,16,False
Dyson Daniels,Atlanta,Hawks,Jalen Johnson,6.668009803921576,2.815686274509803,0.9647058823529413,1.0941176470588232,1.7935000000000088,5,False
Bradley Beal,Phoenix,Suns,Bol Bol,6.666204761904764,2.900793650793651,-0.030423280423280408,0.14153439153439162,3.654300000000001,28,False
Devin Vassell,San Antonio,Spurs,Jeremy Sochan,6.633111597006138,3.767891682785299,0.4932301740812379,0.5048355899419734,1.8671541501976279,11,False
OG Anunoby,New York,Knicks,Landry Shamet,6.628970856102006,4.480555555555556,0.07222222222222219,-0.41388888888888886,2.4900819672131167,5,False
Giannis Antetokounmpo,Milwaukee,Bucks,Kyle Kuzma,6.626881720430112,3.489247311827958,0.8279569892473118,2.360215053763441,-0.05053763440859882,6,False
Luka Doncic,Los Angeles,Lakers,Jordan Goodwin,6.617483305966065,-1.0613026819923372,0.00766283524904221,-0.10344827586206895,7.774571428571429,9,False
CJ McCollum,New Orleans,Pelicans,Javonte Green,6.599217555494153,2.479690522243714,0.05802707930367501,0.06576402321083163,3.9957359307359326,11,False
Anthony Davis,Los Angeles,Lakers,LeBron James,6.559476144422942,4.493230174081237,-1.2759509993552554,1.121212121212121,2.2209848484848393,33,False
Norman Powell,Los Angeles,Clippers,Jordan Miller,6.537518286311392,1.6982758620689653,-0.012931034482758674,0.6379310344827587,4.214242424242427,16,False
Cade Cunningham,Detroit,Pistons,Ausar Thompson,6.533025289211726,0.2698412698412689,0.6349206349206351,0.412698412698413,5.215564971751409,7,False
Desmond Bane,Memphis,Grizzlies,John Konchar,6.529265350877192,-0.21491228070175428,0.8508771929824562,1.9035087719298245,3.9897916666666653,12,False
Donovan Mitchell,Cleveland,Cavaliers,Jaylon Tyson,6.503681077694238,2.210526315789474,-0.05789473684210533,0.45789473684210535,3.893154761904764,10,False
Jrue Holiday,Boston,Celtics,Sam Hauser,6.473855525954885,1.2945914844649025,-0.7295742232451092,0.04833141542002295,5.860506849315069,11,False
Paolo Banchero,Orlando,Magic,Jett Howard,6.4680936572050385,2.911425576519916,0.19496855345911945,0.5917190775681341,2.7699804496578686,36,False
DeMar DeRozan,Sacramento,Kings,Kevin Huerter,6.461689223057649,-0.2142857142857144,0.9238095238095236,1.1714285714285717,4.580736842105267,5,False
Paolo Banchero,Orlando,Magic,Jonathan Isaac,6.456849673202614,1.666666666666667,0.08496732026143794,1.2336601307189543,3.471555555555554,36,False
P.J. Washington,Dallas,Mavericks,Daniel Gafford,6.443148148148147,1.7621527777777786,0.3993055555555556,0.8663194444444446,3.4153703703703684,9,False
Jaylen Brown,Boston,Celtics,Luke Kornet,6.410574660633481,2.2941176470588234,0.49411764705882355,1.2176470588235295,2.4046923076923044,10,False
Zach LaVine,Sacramento,Kings,Mason Jones,6.390579322638144,-0.013368983957219305,0.5187165775401069,0.8368983957219251,5.048333333333331,22,False
Brandon Ingram,New Orleans,Pelicans,Yves Missi,6.371310726310725,1.3590909090909085,-0.10606060606060597,1.083333333333333,4.034947089947089,60,False
Bilal Coulibaly,Washington,Wizards,Bub Carrington,6.369034090909098,3.061079545454545,0.4957386363636367,0.2698863636363633,2.542329545454553,22,False
De'Aaron Fox,San Antonio,Spurs,David Duke Jr.,6.334878787878788,1.1212121212121213,0.28787878787878785,0.3787878787878788,4.547,11,False
Desmond Bane,Memphis,Grizzlies,Santi Aldama,6.316951174861627,-0.3805970149253728,1.5671641791044775,1.0808457711442792,4.0495382395382435,12,False
Jayson Tatum,Boston,Celtics,Sam Hauser,6.300757575757572,1.7857142857142847,-0.5238095238095237,1.035714285714286,4.003138528138525,6,False
Cam Thomas,Brooklyn,Nets,Maxwell Lewis,6.300475810738968,1.8564593301435406,0.3971291866028709,1.2296650717703348,2.817222222222222,11,False
Zach LaVine,Sacramento,Kings,Isaiah Crawford,6.282976190476189,0.5529411764705882,0.1411764705882353,0.9058823529411764,4.6829761904761895,10,False
Nikola Vucevic,Chicago,Bulls,Lonzo Ball,6.2678431372549,1.4153846153846148,-1.0205128205128207,-0.19487179487179462,6.067843137254901,5,False
Desmond Bane,Memphis,Grizzlies,Ja Morant,6.253923809523817,2.833333333333332,3.0059523809523805,1.9285714285714284,-1.5139333333333234,6,False
Nikola Vucevic,Chicago,Bulls,Coby White,6.251203384691709,6.011741682974559,-1.8199608610567513,0.15264187866927603,1.9067806841046249,7,False
